list_place,list_date_time,detail_plaats,detail_datum,stance,language,identifies_as_immigrant
Zaandam,02 oktober 2025 (09:29),Zaandam,2 oktober 2025,Against,English,Yes
Amsterdam,02 oktober 2025 (09:26),Amsterdam,2 oktober 2025,Against,English,Yes
Almere,02 oktober 2025 (09:17),Almere,2 oktober 2025,Against,English,Unclear
Den Bosch,02 oktober 2025 (09:16),Den Bosch,2 oktober 2025,Against,English,Unclear
Utrecht ,02 oktober 2025 (09:16),Utrecht,2 oktober 2025,Against,Dutch,Unclear
Hengelo ,02 oktober 2025 (09:09),Hengelo,2 oktober 2025,Against,Dutch,Yes
"Enschede, The Netherlands",02 oktober 2025 (09:06),"Enschede, The Netherlands",2 oktober 2025,Against,Dutch,Unclear
Zoetermeer,02 oktober 2025 (08:57),Zoetermeer,2 oktober 2025,Against,Dutch,Unclear
Utrecht,02 oktober 2025 (08:53),Utrecht,2 oktober 2025,Against,English,Yes
Den Haah,02 oktober 2025 (08:47),Den Haah,2 oktober 2025,Against,English,Unclear
amsterdam,02 oktober 2025 (08:43),amsterdam,2 oktober 2025,Against,Dutch,Yes
Bergen op Zoom,02 oktober 2025 (08:39),Bergen op Zoom,2 oktober 2025,Against,Dutch,No
St. Geertruid,02 oktober 2025 (08:35),St. Geertruid,2 oktober 2025,Against,Dutch,Unclear
Delft,02 oktober 2025 (08:21),Delft,2 oktober 2025,Against,English,Unclear
Den Haag,02 oktober 2025 (08:18),Den Haag,2 oktober 2025,Against,Dutch,Unclear
Den Haag,02 oktober 2025 (08:13),Den Haag,2 oktober 2025,Against,Dutch,Unclear
Amsterdam,02 oktober 2025 (08:13),Amsterdam,2 oktober 2025,Against,Dutch,Unclear
Amsterdam,02 oktober 2025 (08:11),Amsterdam,2 oktober 2025,Against,English,Unclear
Rosmalen ,02 oktober 2025 (08:11),Rosmalen,2 oktober 2025,Against,English,Unclear
Rijswijk ,02 oktober 2025 (08:09),Rijswijk,2 oktober 2025,Against,Dutch,Unclear
Alkmaar,02 oktober 2025 (07:45),Alkmaar,2 oktober 2025,Against,Dutch,Yes
Epe,02 oktober 2025 (07:37),Epe,2 oktober 2025,For,Dutch,No
Nieuwerkerk aan den ijjsel,02 oktober 2025 (07:34),Nieuwerkerk aan den ijjsel,2 oktober 2025,Against,English,Yes
Eindhoven,02 oktober 2025 (06:50),Eindhoven,2 oktober 2025,Against,Dutch,Unclear
Amsterdam,02 oktober 2025 (06:24),Amsterdam,2 oktober 2025,Against,Dutch,Yes
Apeldoorn,02 oktober 2025 (05:16),Apeldoorn,2 oktober 2025,Against,Dutch,Unclear
Hilversum,02 oktober 2025 (03:55),Hilversum,2 oktober 2025,Against,Dutch,Unclear
Delft,02 oktober 2025 (03:26),Delft,2 oktober 2025,Against,Dutch,Unclear
Hengelo,02 oktober 2025 (03:24),Hengelo,2 oktober 2025,Against,English,Yes
Amsterdam,02 oktober 2025 (02:31),Amsterdam,2 oktober 2025,Against,Dutch,Unclear
Den haag,02 oktober 2025 (02:11),Den haag,2 oktober 2025,Against,Dutch,No
Den Haag,02 oktober 2025 (02:02),Den Haag,2 oktober 2025,Against,Dutch,Yes
Netherlands ,02 oktober 2025 (01:56),Netherlands,2 oktober 2025,Against,English,Unclear
Roermond ,02 oktober 2025 (01:44),Roermond,2 oktober 2025,Against,Dutch,Yes
Den Bosch,02 oktober 2025 (01:32),Den Bosch,2 oktober 2025,Against,Dutch,Unclear
Delft,02 oktober 2025 (01:27),Delft,2 oktober 2025,For,English,Yes
Amsterdam,02 oktober 2025 (01:26),Amsterdam,2 oktober 2025,Against,Dutch,Unclear
Veldhoven,02 oktober 2025 (01:20),Veldhoven,2 oktober 2025,Against,Dutch,Unclear
Den haag,02 oktober 2025 (01:03),Den haag,2 oktober 2025,Against,Dutch,Unclear
Amsterdam,02 oktober 2025 (00:46),Amsterdam,2 oktober 2025,Against,English,Yes
Amsterdam ,02 oktober 2025 (00:42),Amsterdam,2 oktober 2025,Against,English,Yes
Zwolle,02 oktober 2025 (00:37),Zwolle,2 oktober 2025,Against,Dutch,Unclear
Maarssen,02 oktober 2025 (00:20),Maarssen,2 oktober 2025,Against,English,Yes
Amsterdam,02 oktober 2025 (00:17),Amsterdam,2 oktober 2025,Against,English,Yes
Groningen ,02 oktober 2025 (00:02),Groningen,2 oktober 2025,Against,Dutch,Unclear
Eindhoven,01 oktober 2025 (23:37),Eindhoven,1 oktober 2025,Against,English,Unclear
Eindhoven,01 oktober 2025 (23:37),Eindhoven,1 oktober 2025,Against,Dutch,Unclear
Amstelveen,01 oktober 2025 (23:31),Amstelveen,1 oktober 2025,Against,Dutch,Yes
Amstelveen ,01 oktober 2025 (23:27),Amstelveen,1 oktober 2025,Against,Dutch,Yes
Amsterdam ,01 oktober 2025 (23:23),Amsterdam,1 oktober 2025,Against,English,Yes
Arnhem,01 oktober 2025 (23:20),Arnhem,1 oktober 2025,Against,Dutch,Unclear
Heemskerk,01 oktober 2025 (23:17),Heemskerk,1 oktober 2025,Against,Dutch,Unclear
Lochem,01 oktober 2025 (23:14),Lochem,1 oktober 2025,Against,Dutch,Unclear
utrecht,01 oktober 2025 (23:03),utrecht,1 oktober 2025,Against,Dutch,Yes
Assen,01 oktober 2025 (23:02),Assen,1 oktober 2025,Against,Dutch,Unclear
Wanneperveen,01 oktober 2025 (22:59),Wanneperveen,1 oktober 2025,Against,Dutch,Unclear
Rotterdam,01 oktober 2025 (22:54),Rotterdam,1 oktober 2025,Against,English,No
Arnhem,01 oktober 2025 (22:51),Arnhem,1 oktober 2025,Against,English,Unclear
Almere ,01 oktober 2025 (22:49),Almere,1 oktober 2025,Against,Dutch,Yes
Amsterdam,01 oktober 2025 (22:44),Amsterdam,1 oktober 2025,Against,English,Yes
Nieuwegein,01 oktober 2025 (22:40),Nieuwegein,1 oktober 2025,Against,English,Unclear
Berkel en Rodenrijs,01 oktober 2025 (22:38),Berkel en Rodenrijs,1 oktober 2025,Against,English,Yes
Enschede,01 oktober 2025 (22:34),Enschede,1 oktober 2025,Against,English,Unclear
Weert,01 oktober 2025 (22:34),Weert,1 oktober 2025,Against,Dutch,Unclear
Medemblik,01 oktober 2025 (22:33),Medemblik,1 oktober 2025,Against,Dutch,Yes
Maarssen,01 oktober 2025 (22:32),Maarssen,1 oktober 2025,Against,English,Yes
Amersfoort ,01 oktober 2025 (22:31),Amersfoort,1 oktober 2025,Against,Dutch,Unclear
Enschede,01 oktober 2025 (22:25),Enschede,1 oktober 2025,Against,Dutch,Yes
Tilburg ,01 oktober 2025 (22:25),Tilburg,1 oktober 2025,Against,English,Unclear
Enschede,01 oktober 2025 (22:24),Enschede,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (22:22),Amsterdam,1 oktober 2025,Against,Other,Unclear
ROTTERDAM,01 oktober 2025 (22:21),ROTTERDAM,1 oktober 2025,Against,English,Yes
Culemborg,01 oktober 2025 (22:21),Culemborg,1 oktober 2025,Against,Dutch,Yes
Den Haag,01 oktober 2025 (22:12),Den Haag,1 oktober 2025,Against,Dutch,No
Utrecht,01 oktober 2025 (22:12),Utrecht,1 oktober 2025,Against,English,Unclear
Netherlands,01 oktober 2025 (22:04),Netherlands,1 oktober 2025,Against,English,Yes
Den Haag,01 oktober 2025 (22:02),Den Haag,1 oktober 2025,Against,Dutch,Yes
Rotterdam,01 oktober 2025 (21:49),Rotterdam,1 oktober 2025,Against,English,Unclear
Berkel en Rodenrijs,01 oktober 2025 (21:39),Berkel en Rodenrijs,1 oktober 2025,Against,Dutch,Unclear
Zoetermeer,01 oktober 2025 (21:21),Zoetermeer,1 oktober 2025,Against,English,Unclear
Amsterdam,01 oktober 2025 (20:39),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Utrecht,01 oktober 2025 (20:14),Utrecht,1 oktober 2025,Against,Dutch,Unclear
Zaandam,01 oktober 2025 (19:40),Zaandam,1 oktober 2025,Against,Dutch,Unclear
Klazienaveen-Noord,01 oktober 2025 (19:22),Klazienaveen-Noord,1 oktober 2025,Against,Dutch,Unclear
Waalre,01 oktober 2025 (19:10),Waalre,1 oktober 2025,Against,English,Yes
Lelystad.,01 oktober 2025 (18:09),Lelystad.,1 oktober 2025,Against,English,Unclear
Utrecht,01 oktober 2025 (17:04),Utrecht,1 oktober 2025,Against,English,Unclear
Utrecht ,01 oktober 2025 (16:29),Utrecht,1 oktober 2025,Against,Dutch,Yes
Den Haag,01 oktober 2025 (15:44),Den Haag,1 oktober 2025,Against,Dutch,Unclear
Castricum,01 oktober 2025 (14:59),Castricum,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (14:57),Amsterdam,1 oktober 2025,Against,English,Yes
Uithoorn,01 oktober 2025 (14:31),Uithoorn,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (13:11),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Arnhem,01 oktober 2025 (13:09),Arnhem,1 oktober 2025,Against,Dutch,Unclear
Nieuwegein,01 oktober 2025 (12:52),Nieuwegein,1 oktober 2025,Against,English,Yes
Ukraine ,01 oktober 2025 (12:37),Ukraine,1 oktober 2025,Against,English,Yes
Den haag,01 oktober 2025 (10:19),Den haag,1 oktober 2025,Against,Dutch,Unclear
Dordrecht ,01 oktober 2025 (10:13),Dordrecht,1 oktober 2025,Against,Dutch,Unclear
Venlo,01 oktober 2025 (09:34),Venlo,1 oktober 2025,Against,Dutch,Yes
Woerden,01 oktober 2025 (08:46),Woerden,1 oktober 2025,Against,English,Yes
Almere,30 september 2025 (21:14),Almere,30 september 2025,Against,Dutch,Unclear
"Zaltbommel, Netherlands ",30 september 2025 (12:58),"Zaltbommel, Netherlands",30 september 2025,Against,Dutch,Yes
‘s Gravenhage,04 oktober 2025 (12:01),‘s Gravenhage,4 oktober 2025,Against,Other,Unclear
Veenendaal,04 oktober 2025 (11:54),Veenendaal,4 oktober 2025,Against,Other,Unclear
Deurne,04 oktober 2025 (11:52),Deurne,4 oktober 2025,Against,Other,Unclear
Enschede,04 oktober 2025 (11:50),Enschede,4 oktober 2025,Against,Other,Unclear
Amstelveen,04 oktober 2025 (11:48),Amstelveen,4 oktober 2025,Against,Other,Unclear
bunnik,04 oktober 2025 (11:46),bunnik,4 oktober 2025,Against,Other,Unclear
Tilburg ,04 oktober 2025 (11:37),Tilburg,4 oktober 2025,Against,Other,Unclear
Hoogezand,04 oktober 2025 (11:36),Hoogezand,4 oktober 2025,For,English,Unclear
Amsterdam,04 oktober 2025 (11:34),Amsterdam,4 oktober 2025,For,English,Unclear
Utrecht,04 oktober 2025 (11:31),Utrecht,4 oktober 2025,For,English,Unclear
's-Gravenhage,04 oktober 2025 (11:31),'s-Gravenhage,4 oktober 2025,For,English,Unclear
Tilburg ,04 oktober 2025 (11:30),Tilburg,4 oktober 2025,For,English,Unclear
Eindhoven,04 oktober 2025 (11:29),Eindhoven,4 oktober 2025,For,English,Unclear
Amsterdam,04 oktober 2025 (11:27),Amsterdam,4 oktober 2025,For,English,Unclear
Netherland,04 oktober 2025 (11:17),Netherland,4 oktober 2025,For,English,Unclear
Doesburg,04 oktober 2025 (11:11),Doesburg,4 oktober 2025,For,English,Unclear
Den Haag,04 oktober 2025 (11:09),Den Haag,4 oktober 2025,For,English,Unclear
Amsterdam ,04 oktober 2025 (11:04),Amsterdam,4 oktober 2025,For,English,Unclear
Deventer,04 oktober 2025 (10:57),Deventer,4 oktober 2025,For,English,Unclear
Amsterdam,04 oktober 2025 (10:44),Amsterdam,4 oktober 2025,For,English,Unclear
Netherlands ,04 oktober 2025 (10:37),Netherlands,4 oktober 2025,For,English,Unclear
Amsterdam ,04 oktober 2025 (10:28),Amsterdam,4 oktober 2025,For,English,Unclear
Den Haag,04 oktober 2025 (10:28),Den Haag,4 oktober 2025,For,English,Unclear
Assendelft,04 oktober 2025 (10:24),Assendelft,4 oktober 2025,For,English,Unclear
Amsterdam,04 oktober 2025 (10:24),Amsterdam,4 oktober 2025,For,English,Unclear
Eindhoven,04 oktober 2025 (10:23),Eindhoven,4 oktober 2025,For,English,Unclear
Voorburg ,04 oktober 2025 (10:20),Voorburg,4 oktober 2025,Against,English,Unclear
Amsterdam,04 oktober 2025 (10:15),Amsterdam,4 oktober 2025,Against,Other,Unclear
Diemen ,04 oktober 2025 (10:07),Diemen,4 oktober 2025,Against,Other,Unclear
Zwolle,04 oktober 2025 (10:06),Zwolle,4 oktober 2025,Against,Other,Unclear
Almere Buiten ,04 oktober 2025 (10:04),Almere Buiten,4 oktober 2025,Against,Other,Unclear
Amstelveen,04 oktober 2025 (09:54),Amstelveen,4 oktober 2025,Against,Other,Unclear
Veldhoven,04 oktober 2025 (09:52),Veldhoven,4 oktober 2025,Against,Other,Unclear
Utrecht,04 oktober 2025 (09:43),Utrecht,4 oktober 2025,Against,Other,Unclear
Groesbeek,04 oktober 2025 (09:39),Groesbeek,4 oktober 2025,Against,Other,Unclear
Amstelveen,04 oktober 2025 (09:36),Amstelveen,4 oktober 2025,Against,Other,Unclear
Veldhoven,04 oktober 2025 (09:33),Veldhoven,4 oktober 2025,Against,Other,Unclear
Den Haag,04 oktober 2025 (09:14),Den Haag,4 oktober 2025,Against,Other,Unclear
Baarn,04 oktober 2025 (08:54),Baarn,4 oktober 2025,Against,Other,Unclear
Noordwijk ,04 oktober 2025 (08:34),Noordwijk,4 oktober 2025,Against,Other,Unclear
Eindhoven,04 oktober 2025 (08:27),Eindhoven,4 oktober 2025,Against,Other,Unclear
Almere ,04 oktober 2025 (01:28),Almere,4 oktober 2025,Against,Other,Unclear
Almere ,04 oktober 2025 (01:26),Almere,4 oktober 2025,Against,Other,Unclear
Almere ,04 oktober 2025 (01:24),Almere,4 oktober 2025,Against,Other,Unclear
Almere  ,04 oktober 2025 (01:20),Almere,4 oktober 2025,Against,Other,Unclear
Rotterdam ,04 oktober 2025 (01:18),Rotterdam,4 oktober 2025,Against,Other,Unclear
Amsterdam,04 oktober 2025 (01:11),Amsterdam,4 oktober 2025,Against,Other,Unclear
Lelystad,04 oktober 2025 (00:51),Lelystad,4 oktober 2025,For,Other,Unclear
"Tilburg, I.",04 oktober 2025 (00:14),"Tilburg, I.",4 oktober 2025,For,Other,Unclear
"Amersfoort, Netherlands",04 oktober 2025 (00:11),"Amersfoort, Netherlands",4 oktober 2025,For,Other,Unclear
"Amersfoort, Netherlands",04 oktober 2025 (00:00),"Amersfoort, Netherlands",4 oktober 2025,For,Other,Unclear
Amsterdam,03 oktober 2025 (23:47),Amsterdam,3 oktober 2025,For,Other,Unclear
"Apeldoorn, Netherlands",03 oktober 2025 (23:36),"Apeldoorn, Netherlands",3 oktober 2025,Against,Other,Unclear
Hoofddorp,03 oktober 2025 (23:34),Hoofddorp,3 oktober 2025,For,Other,Unclear
Utrecht ,03 oktober 2025 (23:23),Utrecht,3 oktober 2025,For,Other,Unclear
Utrecht ,03 oktober 2025 (23:20),Utrecht,3 oktober 2025,For,Other,Unclear
z,03 oktober 2025 (23:14),z,3 oktober 2025,For,Other,Unclear
Rotterdam,03 oktober 2025 (23:10),Rotterdam,3 oktober 2025,For,Other,Unclear
Amsterdam,03 oktober 2025 (23:03),Amsterdam,3 oktober 2025,For,Other,Unclear
Vancouver,03 oktober 2025 (22:59),Vancouver,3 oktober 2025,For,Other,Unclear
Almere,03 oktober 2025 (22:56),Almere,3 oktober 2025,For,Other,Unclear
Den Haag,03 oktober 2025 (22:31),Den Haag,3 oktober 2025,For,Other,Unclear
Breda,03 oktober 2025 (16:12),Breda,3 oktober 2025,For,Other,Unclear
Amsterdam,03 oktober 2025 (15:34),Amsterdam,3 oktober 2025,For,Other,Unclear
Amsterdam,03 oktober 2025 (15:25),Amsterdam,3 oktober 2025,For,Other,Unclear
Bleiswijk ,03 oktober 2025 (13:47),Bleiswijk,3 oktober 2025,For,Other,Unclear
Almere ,03 oktober 2025 (12:00),Almere,3 oktober 2025,For,Other,Unclear
Hengeloo,02 oktober 2025 (17:35),Hengeloo,2 oktober 2025,Against,Other,Unclear
Utrecht ,01 oktober 2025 (20:21),Utrecht,1 oktober 2025,Against,Other,Unclear
Amstelveen ,01 oktober 2025 (19:06),Amstelveen,1 oktober 2025,Against,Other,Unclear
Amersfoort,01 oktober 2025 (09:37),Amersfoort,1 oktober 2025,Against,Other,Unclear
Eindhoven,04 oktober 2025 (12:02),Eindhoven,4 oktober 2025,Against,Other,Unclear
Wageningen,04 oktober 2025 (11:33),Wageningen,4 oktober 2025,Against,Other,Unclear
Almere,05 oktober 2025 (18:11),Almere,5 oktober 2025,Against,Other,Unclear
Haarlem ,05 oktober 2025 (17:48),Haarlem,5 oktober 2025,Against,Other,Unclear
Groningen,05 oktober 2025 (17:25),Groningen,5 oktober 2025,Against,Other,Unclear
Roden,05 oktober 2025 (17:23),Roden,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (17:22),Amsterdam,5 oktober 2025,Against,Other,Unclear
amesterdam,05 oktober 2025 (17:20),amesterdam,5 oktober 2025,Against,Other,Unclear
"Nieuwegein, Utrecht",05 oktober 2025 (17:20),"Nieuwegein, Utrecht",5 oktober 2025,Against,Other,Unclear
amsterdam,05 oktober 2025 (17:19),amsterdam,5 oktober 2025,Against,Other,Unclear
Almere,05 oktober 2025 (17:18),Almere,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (17:16),Amsterdam,5 oktober 2025,Against,Other,Unclear
The Netherlands ,05 oktober 2025 (17:14),The Netherlands,5 oktober 2025,Against,Other,Unclear
Amsterdam ,05 oktober 2025 (16:53),Amsterdam,5 oktober 2025,Against,Other,Unclear
AMSTERDAM,05 oktober 2025 (16:45),AMSTERDAM,5 oktober 2025,Against,Other,Unclear
Groningen,05 oktober 2025 (16:34),Groningen,5 oktober 2025,Against,Other,Unclear
Utrecht,05 oktober 2025 (16:33),Utrecht,5 oktober 2025,Against,Other,Unclear
Rotterdam,05 oktober 2025 (16:25),Rotterdam,5 oktober 2025,Against,Other,Unclear
Denbosch,05 oktober 2025 (16:06),Denbosch,5 oktober 2025,Against,Other,Unclear
Zoetermeer ,05 oktober 2025 (15:45),Zoetermeer,5 oktober 2025,Against,Other,Unclear
Overveen,05 oktober 2025 (15:40),Overveen,5 oktober 2025,Against,Other,Unclear
Zoetermeer,05 oktober 2025 (15:37),Zoetermeer,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (15:26),Amsterdam,5 oktober 2025,Against,Other,Unclear
Arnhem,05 oktober 2025 (15:16),Arnhem,5 oktober 2025,Against,Other,Unclear
Oss,05 oktober 2025 (14:44),Oss,5 oktober 2025,Against,Other,Unclear
Haarlem,05 oktober 2025 (14:40),Haarlem,5 oktober 2025,Against,Other,Unclear
Brussel,05 oktober 2025 (14:36),Brussel,5 oktober 2025,Against,Other,Unclear
Rijswijk,05 oktober 2025 (14:34),Rijswijk,5 oktober 2025,Against,Other,Unclear
Rijswijk,05 oktober 2025 (14:32),Rijswijk,5 oktober 2025,Against,Other,Unclear
Friesland ,05 oktober 2025 (14:25),Friesland,5 oktober 2025,Against,Other,Unclear
Leuth-Berg en Dal,05 oktober 2025 (14:22),Leuth-Berg en Dal,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (14:01),Amsterdam,5 oktober 2025,Against,Other,Unclear
Hoofddorp,05 oktober 2025 (13:52),Hoofddorp,5 oktober 2025,Against,Other,Unclear
Den Haag,05 oktober 2025 (13:51),Den Haag,5 oktober 2025,Against,Other,Unclear
Rotterdam,05 oktober 2025 (13:46),Rotterdam,5 oktober 2025,Against,Other,Unclear
Hoofddorp,05 oktober 2025 (13:40),Hoofddorp,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (13:38),Amsterdam,5 oktober 2025,Against,Other,Unclear
Utrecht,05 oktober 2025 (13:36),Utrecht,5 oktober 2025,Against,Other,Unclear
Woerden,05 oktober 2025 (13:24),Woerden,5 oktober 2025,Against,Other,Unclear
Rotterdam,05 oktober 2025 (13:19),Rotterdam,5 oktober 2025,Against,Other,Unclear
Amsterdam ,05 oktober 2025 (12:57),Amsterdam,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (12:49),Amsterdam,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (12:49),Amsterdam,5 oktober 2025,Against,Other,Unclear
Eindhoven ,05 oktober 2025 (12:49),Eindhoven,5 oktober 2025,Against,English,Unclear
Alkmaar,05 oktober 2025 (12:45),Alkmaar,5 oktober 2025,Against,English,Unclear
Delft,05 oktober 2025 (12:26),Delft,5 oktober 2025,Against,English,Unclear
Hoofddorp,05 oktober 2025 (12:25),Hoofddorp,5 oktober 2025,Against,English,Unclear
Den Bosch ,05 oktober 2025 (12:25),Den Bosch,5 oktober 2025,Against,English,Unclear
Netherlands,05 oktober 2025 (12:21),Netherlands,5 oktober 2025,Against,English,Unclear
Hoofddorp ,05 oktober 2025 (12:19),Hoofddorp,5 oktober 2025,Against,English,Unclear
The Hague ,05 oktober 2025 (12:19),The Hague,5 oktober 2025,Against,English,Unclear
Netherlands,05 oktober 2025 (12:14),Netherlands,5 oktober 2025,Against,English,Unclear
Overloon ,05 oktober 2025 (12:03),Overloon,5 oktober 2025,Against,English,Unclear
Veldhoven,05 oktober 2025 (11:48),Veldhoven,5 oktober 2025,Against,English,Unclear
Breda,05 oktober 2025 (11:45),Breda,5 oktober 2025,Against,English,Unclear
Voorburg,05 oktober 2025 (11:43),Voorburg,5 oktober 2025,Against,English,Unclear
Utrecht,05 oktober 2025 (11:38),Utrecht,5 oktober 2025,Against,English,Unclear
Amsterdam,05 oktober 2025 (11:36),Amsterdam,5 oktober 2025,Against,English,Unclear
Amsterdam,05 oktober 2025 (11:35),Amsterdam,5 oktober 2025,Against,English,Unclear
Utrecht,05 oktober 2025 (11:30),Utrecht,5 oktober 2025,Against,English,Unclear
Utrecht,05 oktober 2025 (11:29),Utrecht,5 oktober 2025,Against,English,Unclear
Oegstgeest,05 oktober 2025 (11:28),Oegstgeest,5 oktober 2025,Against,English,Unclear
Utrecht,05 oktober 2025 (11:26),Utrecht,5 oktober 2025,Against,English,Unclear
Amstelveen,05 oktober 2025 (11:24),Amstelveen,5 oktober 2025,Against,Other,Unclear
Breda,05 oktober 2025 (11:15),Breda,5 oktober 2025,Against,Other,Unclear
Enschede,05 oktober 2025 (11:13),Enschede,5 oktober 2025,Against,Other,Unclear
Waddinxveen,05 oktober 2025 (10:59),Waddinxveen,5 oktober 2025,Against,Other,Unclear
Bussum,05 oktober 2025 (10:59),Bussum,5 oktober 2025,Against,Other,Unclear
Eindhoven,05 oktober 2025 (10:47),Eindhoven,5 oktober 2025,Against,Other,Unclear
Veghel,05 oktober 2025 (10:38),Veghel,5 oktober 2025,Against,Other,Unclear
Haarlem,05 oktober 2025 (10:38),Haarlem,5 oktober 2025,Against,Other,Unclear
Veghel,05 oktober 2025 (10:38),Veghel,5 oktober 2025,Against,Other,Unclear
Hoofddorp,05 oktober 2025 (10:32),Hoofddorp,5 oktober 2025,Against,Other,Unclear
Utrecht,05 oktober 2025 (10:28),Utrecht,5 oktober 2025,Against,Other,Unclear
Hapert,05 oktober 2025 (10:25),Hapert,5 oktober 2025,Against,Other,Unclear
Zeewolde,05 oktober 2025 (10:22),Zeewolde,5 oktober 2025,Against,Other,Unclear
Leiden,05 oktober 2025 (10:20),Leiden,5 oktober 2025,Against,Other,Unclear
Weert,05 oktober 2025 (10:12),Weert,5 oktober 2025,Against,Other,Unclear
Nijmegen,05 oktober 2025 (10:10),Nijmegen,5 oktober 2025,Against,Other,Unclear
Nijmegen,05 oktober 2025 (10:08),Nijmegen,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (10:03),Amsterdam,5 oktober 2025,Against,Other,Unclear
Maastricht,05 oktober 2025 (09:58),Maastricht,5 oktober 2025,Against,Other,Unclear
Raalte,05 oktober 2025 (09:32),Raalte,5 oktober 2025,Against,Other,Unclear
Zeist,05 oktober 2025 (09:28),Zeist,5 oktober 2025,Against,Other,Unclear
Breda,05 oktober 2025 (09:26),Breda,5 oktober 2025,Against,Other,Unclear
Almere,05 oktober 2025 (09:13),Almere,5 oktober 2025,Against,Other,Unclear
Hoogeveen,05 oktober 2025 (09:05),Hoogeveen,5 oktober 2025,Against,Other,Unclear
Vlissingen,05 oktober 2025 (09:00),Vlissingen,5 oktober 2025,Against,Other,Unclear
Amsterdam ,05 oktober 2025 (08:54),Amsterdam,5 oktober 2025,Against,Other,Unclear
Amsterdam,05 oktober 2025 (08:52),Amsterdam,5 oktober 2025,Against,Other,Unclear
Haarlem,05 oktober 2025 (08:48),Haarlem,5 oktober 2025,Against,Other,Unclear
Hengelo,05 oktober 2025 (08:46),Hengelo,5 oktober 2025,Against,Other,Unclear
Breda,05 oktober 2025 (08:41),Breda,5 oktober 2025,Against,Other,Unclear
Amstelveen.,05 oktober 2025 (08:27),Amstelveen.,5 oktober 2025,Against,Other,Unclear
Amstelveen,05 oktober 2025 (08:25),Amstelveen,5 oktober 2025,Against,Other,Unclear
Den Haag,05 oktober 2025 (08:15),Den Haag,5 oktober 2025,Against,Other,Unclear
Utrecht,05 oktober 2025 (08:05),Utrecht,5 oktober 2025,For,Other,Unclear
Almere,05 oktober 2025 (07:57),Almere,5 oktober 2025,For,Other,Unclear
